0,0.900000,0.010296,0.011747,0.020936,0.017466,0.006819,0.018683,0.002725,0.002394,0.008934
1,0.023093,0.010772,0.011845,0.004947,0.007208,0.005912,0.015511,0.009714,0.900000,0.010997
2,0.003904,0.013143,0.900000,0.004872,0.014011,0.001735,0.015693,0.009159,0.023529,0.013954
3,0.006338,0.021237,0.032842,0.001758,0.006269,0.014310,0.900000,0.006076,0.003835,0.007335
4,0.004202,0.002831,0.000845,0.017446,0.035510,0.016800,0.013404,0.002472,0.006490,0.900000
5,0.000156,0.011383,0.010760,0.003648,0.060482,0.005230,0.003422,0.000070,0.900000,0.004848
6,0.004212,0.002522,0.005496,0.012816,0.001265,0.039080,0.027270,0.900000,0.002093,0.005246
7,0.019889,0.002657,0.000874,0.900000,0.003484,0.013887,0.015863,0.001432,0.010139,0.031776
8,0.003944,0.006605,0.002023,0.025150,0.900000,0.014892,0.014769,0.026416,0.005433,0.000770
9,0.005773,0.003890,0.003554,0.900000,0.010484,0.006430,0.012343,0.024935,0.023738,0.008852
10,0.001495,0.002616,0.000863,0.900000,0.010540,0.040388,0.032337,0.009952,0.000649,0.001159
11,0.012123,0.022105,0.001328,0.030610,0.007609,0.900000,0.013770,0.005139,0.006385,0.000931
12,0.007267,0.029757,0.000488,0.024730,0.001767,0.010599,0.017669,0.001912,0.900000,0.005811
13,0.003963,0.009103,0.015760,0.004724,0.024582,0.013352,0.002881,0.900000,0.013526,0.012108
14,0.004296,0.000973,0.001340,0.001795,0.900000,0.015551,0.000269,0.064844,0.009459,0.001472
15,0.010224,0.015064,0.006505,0.033591,0.900000,0.007942,0.001470,0.001163,0.010420,0.013620
16,0.008446,0.010260,0.003310,0.900000,0.011389,0.010950,0.008268,0.001684,0.019921,0.025772
17,0.029989,0.010087,0.003997,0.006909,0.900000,0.003128,0.000098,0.034524,0.005346,0.005921
18,0.004492,0.014031,0.000896,0.007765,0.002696,0.900000,0.006209,0.027655,0.014475,0.021781
19,0.014844,0.001412,0.027871,0.000995,0.900000,0.006596,0.001343,0.007132,0.031936,0.007872
20,0.020775,0.005459,0.001806,0.025351,0.014505,0.000677,0.003004,0.025687,0.002735,0.900000
21,0.002543,0.009807,0.900000,0.002226,0.004293,0.002558,0.010395,0.039908,0.014269,0.014001
22,0.018075,0.028936,0.009710,0.006373,0.018240,0.006598,0.009110,0.900000,0.000114,0.002845
23,0.017523,0.000405,0.007242,0.000556,0.004552,0.027670,0.900000,0.009489,0.021003,0.011559
24,0.003100,0.900000,0.016040,0.006698,0.004375,0.025763,0.005775,0.005889,0.010580,0.021781
25,0.900000,0.026909,0.001405,0.000289,0.021384,0.002965,0.000686,0.001410,0.036839,0.008114
26,0.010715,0.000611,0.026890,0.005237,0.027225,0.018704,0.004191,0.002444,0.900000,0.003983
27,0.005236,0.027584,0.003659,0.900000,0.008879,0.013750,0.007389,0.000918,0.006786,0.025800
28,0.005079,0.006056,0.016238,0.012043,0.005248,0.900000,0.010345,0.025618,0.007591,0.011782
29,0.004820,0.003149,0.000353,0.002823,0.900000,0.011153,0.034502,0.011198,0.024474,0.007528
30,0.046718,0.001628,0.010452,0.009110,0.002913,0.000680,0.000066,0.014272,0.900000,0.014160
31,0.016335,0.011438,0.048852,0.003366,0.001589,0.001862,0.011084,0.004905,0.900000,0.000570
32,0.008954,0.016102,0.900000,0.006339,0.000590,0.009911,0.000469,0.036313,0.018190,0.003131
33,0.010730,0.019598,0.007105,0.014022,0.032268,0.003309,0.002938,0.000444,0.009587,0.900000
34,0.003715,0.005948,0.008541,0.017406,0.016948,0.013394,0.024094,0.000209,0.900000,0.009746
35,0.000599,0.007363,0.026039,0.010984,0.013615,0.004669,0.900000,0.023047,0.003832,0.009851
36,0.017791,0.010926,0.012335,0.900000,0.012949,0.000627,0.005258,0.028377,0.009415,0.002323
37,0.042199,0.001233,0.007194,0.036396,0.002422,0.003071,0.002141,0.900000,0.002583,0.002760
38,0.014204,0.020434,0.900000,0.004802,0.010575,0.014878,0.018676,0.013555,0.002533,0.000343
39,0.007245,0.002562,0.000856,0.900000,0.019589,0.013405,0.036453,0.012275,0.001954,0.005661
40,0.017113,0.007218,0.026317,0.014052,0.001813,0.009671,0.007421,0.014703,0.001692,0.900000
41,0.007955,0.007297,0.005604,0.030185,0.003996,0.900000,0.006893,0.003509,0.031212,0.003349
42,0.004677,0.017034,0.003430,0.003616,0.004926,0.058974,0.000689,0.900000,0.004256,0.002399
43,0.033301,0.000463,0.004496,0.005309,0.016797,0.017527,0.000117,0.900000,0.021832,0.000159
44,0.004429,0.017611,0.003944,0.011165,0.017013,0.900000,0.003536,0.022703,0.012530,0.007070
45,0.003050,0.006203,0.900000,0.026408,0.008074,0.007664,0.014448,0.023078,0.007907,0.003167
46,0.009297,0.000930,0.031498,0.002251,0.000503,0.001714,0.008217,0.900000,0.019445,0.026147
47,0.002682,0.009328,0.002932,0.040505,0.013413,0.007301,0.004434,0.015156,0.004249,0.900000
48,0.900000,0.007859,0.012015,0.016602,0.015269,0.004506,0.021084,0.000419,0.014883,0.007363
49,0.008627,0.016619,0.026969,0.000064,0.001044,0.900000,0.014839,0.011967,0.003818,0.016053
50,0.017552,0.004070,0.027219,0.012097,0.014001,0.000224,0.017171,0.900000,0.001141,0.006526
51,0.027871,0.012569,0.010318,0.900000,0.011096,0.008003,0.015288,0.002456,0.009083,0.003317
52,0.003273,0.900000,0.001897,0.011412,0.011013,0.007615,0.026789,0.010938,0.023252,0.003811
53,0.005412,0.002147,0.005102,0.004276,0.004889,0.900000,0.001963,0.026351,0.045076,0.004784
54,0.011894,0.014490,0.004037,0.002678,0.018560,0.015382,0.004793,0.006720,0.021446,0.900000
55,0.000671,0.024399,0.900000,0.001550,0.009297,0.010558,0.002541,0.037787,0.004441,0.008755
56,0.016745,0.013663,0.900000,0.004547,0.004059,0.029084,0.001533,0.004904,0.000599,0.024866
57,0.002626,0.000823,0.026133,0.002405,0.029069,0.017824,0.900000,0.001626,0.016303,0.003190
