0
,word_522,0.11023110854626018
,word_158,0.10034758815569529
,word_208,0.08042134973069065
,word_150,0.07897530446549392
,word_406,0.07722413038287033
,word_799,0.0701663681710844
,word_747,0.06633899148292606
,word_28,0.06105230305924806
,word_493,0.053052621454535806
,word_447,0.0480776950834461
,word_617,0.04797156332086285
,word_284,0.025657360237735148
,word_488,0.01684842394332564
,word_798,0.014208396349067369
,word_282,0.01400939929422378
,word_870,0.01245722226644379
,word_127,0.011455603757064396
,word_660,0.006639875029849558
,word_388,0.002421137467165486
,word_219,0.0010347913184218208
1
,word_955,0.21214548809358028
,word_38,0.1821705542403565
,word_265,0.17913012347398227
,word_760,0.08559626096643921
,word_685,0.06510236503736713
,word_363,0.052604105742004366
,word_839,0.03426868356310635
,word_936,0.03395535672840366
,word_496,0.03272525878475607
,word_345,0.003864375899364062
,word_925,0.0030056282783270665
,word_160,0.0024369980968295965
,word_87,0.0022397182379427193
,word_522,0.0016710880564452491
,word_163,0.0015434363830478578
,word_158,0.0015202269878846959
,word_715,0.001160481362855684
,word_150,0.001148876665274103
,word_28,9.864108991319686E-4
,word_406,9.283874112240635E-4
2
,word_208,0.18391878439624476
,word_799,0.16862257202978312
,word_747,0.15021046455163484
,word_447,0.10679026383943024
,word_284,0.05750246843638718
,word_488,0.037714511168663
,word_798,0.03322276626740045
,word_282,0.030471066688248623
,word_870,0.02865008902557462
,word_275,0.013232478148268048
,word_503,0.009266793460666882
,word_217,0.009226327290385238
,word_919,0.00817420686306248
,word_77,0.005260642602784073
,word_522,0.005260642602784073
,word_388,0.0048559808999676275
,word_158,0.004491785367432826
,word_307,0.004127589834898026
,word_594,0.004127589834898026
,word_563,0.0036824619617999354
3
,word_751,0.38707829461993193
,word_132,0.11459964172687646
,word_613,0.07824686212455963
,word_426,0.06966024959694274
,word_144,0.06520572042753926
,word_502,0.04693379112676897
,word_66,0.03523020242431481
,word_388,0.02693020839553353
,word_743,0.012408204454529169
,word_955,0.009327055592046336
,word_38,0.007678999223741566
,word_265,0.007022165163909954
,word_208,0.005636842419537828
,word_799,0.00437094404968054
,word_747,0.0041082104257478946
,word_760,0.004048498238490476
,word_685,0.0029378515555024782
,word_447,0.002687060369021317
,word_503,0.0023407296829282857
,word_363,0.0022929599331223505
4
,word_219,0.2553076576525843
,word_796,0.16083436764391185
,word_789,0.09665830583306115
,word_456,0.09563338101298614
,word_47,0.0925473436426504
,word_492,0.08114927861060742
,word_518,0.06997647178077872
,word_654,0.022300573282124637
,word_782,0.020870183698063906
,word_751,0.0015768186784101276
,word_256,0.0012164055548672668
,word_45,7.996778807708336E-4
,word_342,7.208375099958328E-4
,word_29,6.757858695529751E-4
,word_631,6.419971392208319E-4
,word_680,6.419971392208319E-4
,word_502,5.744196785565454E-4
,word_682,5.406309482244022E-4
,word_327,5.181051280029734E-4
,word_635,4.843163976708302E-4
5
,word_307,0.26334730166487114
,word_29,0.14837234692404233
,word_386,0.14672857825116342
,word_889,0.13405601030687384
,word_697,0.0626076057620756
,word_60,0.03879517309550518
,word_280,0.03803992802958784
,word_439,0.03267546675255729
,word_285,0.014227495363017427
,word_249,0.013794340104623654
,word_751,0.003931728067350089
,word_132,0.001021813254550907
,word_635,8.552150782456102E-4
,word_613,8.441085331585904E-4
,word_228,7.885758077234915E-4
,word_485,7.441496273754124E-4
,word_403,6.775103568532936E-4
,word_144,6.219776314181948E-4
,word_980,6.219776314181948E-4
,word_53,5.997645412441552E-4
6
,word_217,0.2715191517759547
,word_503,0.2637295739319534
,word_307,0.12456422086962525
,word_880,0.09842253569743761
,word_767,0.03866025014094879
,word_76,0.03113531083522224
,word_872,0.026360311122872827
,word_170,0.015728745498268342
,word_135,0.012852239647455443
,word_386,0.003072119754691581
,word_29,0.0027154330291907815
,word_889,0.002692420982384278
,word_859,0.001656878876091634
,word_697,0.0012656740803810794
,word_342,0.0012426620335745763
,word_439,8.974813314770283E-4
,word_587,8.16939167654267E-4
,word_166,7.939271208477638E-4
,word_393,7.248909804282542E-4
,word_60,7.133849570250026E-4
7
,word_859,0.2837057543164727
,word_342,0.20230801133411117
,word_436,0.09649682821370094
,word_166,0.0938495877168041
,word_40,0.08633926838116342
,word_210,0.07540714558842274
,word_856,0.024109507515221635
,word_229,0.01376566038845803
,word_319,0.013716637416293274
,word_911,0.01046151206455345
,word_453,0.0010392968144872687
,word_926,6.078946594374123E-4
,word_144,5.000441206749483E-4
,word_241,4.6082574294314314E-4
,word_610,4.6082574294314314E-4
,word_67,4.5102114851019185E-4
,word_93,4.5102114851019185E-4
,word_151,4.5102114851019185E-4
,word_484,4.21607365211338E-4
,word_805,4.21607365211338E-4
8
,word_275,0.2661651053078746
,word_919,0.18449001699235346
,word_77,0.12085812502794795
,word_594,0.09377097214148371
,word_738,0.08798015695568573
,word_563,0.06312884004829405
,word_596,0.03758441398738989
,word_346,0.028205082055180433
,word_935,0.0059920516030943964
,word_307,0.0033761235075794836
,word_386,0.0017327840629611413
,word_29,0.0016880673433796898
,word_889,0.0014533045655770692
,word_697,8.943455708089255E-4
,word_0,6.819411527970308E-4
,word_383,6.707619729016679E-4
,word_812,6.260452533202164E-4
,word_14,5.925077136341277E-4
,word_256,5.925077136341277E-4
,word_60,5.70149353843402E-4
9
,word_345,0.23956911233652156
,word_925,0.1616484603747804
,word_87,0.155719317294554
,word_163,0.09469550312317002
,word_715,0.07748146837790358
,word_837,0.059913637029084525
,word_465,0.05574127708374
,word_826,0.023143190025375755
,word_422,0.0102845134686707
,word_859,0.005294761370290845
,word_342,0.0041967719109896546
,word_829,0.00353797823540894
,word_166,0.0019641933437439
,word_436,0.0019031939293382785
,word_40,0.0018543943978137811
,word_210,0.001781195100527035
,word_749,7.564049385125903E-4
,word_155,6.832056412258442E-4
,word_524,6.100063439390982E-4
,word_991,5.978064610579738E-4
