0,0.008009
1,0.116188
2,0.076559
3,0.209407
4,0.172462
5,0.102961
6,0.855911
7,0.046873
8,0.861005
800,0.073268
9,0.107443
801,0.151453
802,0.029115
803,0.053930
804,0.074146
805,0.164540
806,0.070049
807,0.859309
808,0.855917
809,0.074846
810,0.076322
811,0.153463
812,0.076043
813,0.067236
814,0.117260
815,0.856127
816,0.086906
817,0.140968
818,0.859378
819,0.038460
820,0.111665
821,0.043909
822,0.075126
823,0.167514
824,0.009382
825,0.151044
826,0.061240
827,0.061735
828,0.185980
829,0.142446
830,0.072216
831,0.212360
832,0.064621
833,0.164927
834,0.018021
835,0.020716
836,0.039356
837,0.084170
838,0.083562
839,0.035254
840,0.859197
841,0.069948
600,0.059462
842,0.131949
601,0.009892
843,0.120965
602,0.075101
844,0.141784
603,0.196174
845,0.051818
604,0.179530
846,0.052751
605,0.095040
847,0.158037
606,0.063137
848,0.022800
607,0.100482
849,0.051793
608,0.107735
609,0.854894
850,0.185921
851,0.066149
610,0.099884
852,0.854451
611,0.095037
853,0.102485
612,0.860649
854,0.013059
613,0.166618
855,0.863453
614,0.116118
856,0.177818
615,0.036009
857,0.169811
616,0.049786
858,0.059088
617,0.071035
859,0.869937
618,0.865477
619,0.032681
860,0.122281
861,0.019529
620,0.858433
862,0.197118
621,0.061327
863,0.110505
622,0.031184
864,0.020351
623,0.075021
865,0.857698
624,0.070901
866,0.029810
625,0.010262
867,0.033998
626,0.027670
868,0.069307
627,0.053681
869,0.005608
628,0.120627
629,0.035135
870,0.143418
871,0.052500
630,0.117501
872,0.009488
631,0.063813
873,0.861556
632,0.038898
874,0.094171
633,0.007025
875,0.024727
634,0.074214
876,0.072740
635,0.028004
877,0.102687
636,0.059284
878,0.040713
637,0.094505
879,0.006331
638,0.115074
639,0.270231
880,0.071372
881,0.076754
640,0.047303
882,0.126961
641,0.070208
883,0.203936
400,0.859784
642,0.859223
884,0.028288
401,0.077963
643,0.856033
885,0.856920
402,0.091935
644,0.105147
886,0.057584
403,0.045036
645,0.140233
887,0.096067
404,0.101759
646,0.150937
888,0.243173
405,0.043330
647,0.030625
889,0.133272
406,0.185815
648,0.153268
407,0.054772
649,0.051031
408,0.055954
409,0.014417
890,0.017858
891,0.149703
650,0.095198
892,0.071912
651,0.040540
893,0.019936
410,0.095059
652,0.095903
894,0.032232
411,0.051431
653,0.006398
895,0.045858
412,0.077922
654,0.054499
896,0.008929
413,0.065814
655,0.855905
897,0.047715
414,0.058607
656,0.183521
898,0.021785
415,0.856956
657,0.856458
899,0.101896
416,0.137145
658,0.135315
417,0.113488
659,0.036390
418,0.007443
419,0.104278
660,0.027966
661,0.097412
420,0.083628
662,0.095900
421,0.098750
663,0.095176
422,0.041550
664,0.100180
423,0.030706
665,0.124852
424,0.072276
666,0.005669
425,0.151302
667,0.181771
426,0.864005
668,0.105338
427,0.068366
669,0.013904
428,0.131613
429,0.088495
670,0.123267
671,0.155948
430,0.076352
672,0.038541
431,0.030185
673,0.084781
432,0.115217
674,0.112473
433,0.235726
675,0.864283
434,0.858269
676,0.112017
435,0.015728
677,0.854947
436,0.864009
678,0.095340
437,0.853961
679,0.857563
438,0.095537
439,0.018979
680,0.147304
681,0.132745
440,0.052198
682,0.052062
441,0.114207
683,0.003957
200,0.160008
442,0.007136
684,0.042795
201,0.858812
443,0.027483
685,0.078895
202,0.854268
444,0.100231
686,0.016581
203,0.103984
445,0.157991
687,0.095043
204,0.023254
446,0.129150
688,0.025496
205,0.857538
447,0.022518
689,0.858258
206,0.127273
448,0.150094
207,0.137954
449,0.011204
208,0.073102
209,0.017917
690,0.079018
691,0.095022
450,0.128297
692,0.006672
451,0.110974
693,0.113397
210,0.077172
452,0.096717
694,0.045176
211,0.026021
453,0.854066
695,0.151143
212,0.093251
454,0.015831
696,0.138075
213,0.108837
455,0.136213
697,0.076132
214,0.176671
456,0.130371
698,0.065587
215,0.013205
457,0.854559
699,0.073385
216,0.014861
458,0.030621
217,0.220946
459,0.078975
218,0.856486
219,0.020629
460,0.117581
461,0.020073
220,0.061683
462,0.006014
221,0.030545
463,0.135980
222,0.066613
464,0.119300
223,0.030145
465,0.187245
224,0.252246
466,0.088628
225,0.168019
467,0.171591
226,0.018390
468,0.067940
227,0.162948
469,0.141923
228,0.020876
229,0.068472
470,0.862595
471,0.861091
230,0.177609
472,0.022612
231,0.056952
473,0.009258
232,0.056001
474,0.029953
233,0.109759
475,0.093933
234,0.057535
476,0.105127
235,0.158927
477,0.085225
236,0.050353
478,0.015250
237,0.267855
479,0.085403
238,0.211568
239,0.021807
480,0.134422
481,0.174635
240,0.016252
482,0.025871
241,0.118526
483,0.208145
242,0.032031
484,0.177003
243,0.007424
485,0.076124
244,0.045468
486,0.046852
245,0.020247
487,0.854768
246,0.095833
488,0.028563
247,0.855056
489,0.043779
248,0.021931
249,0.029596
490,0.015183
491,0.143433
250,0.049006
492,0.169956
251,0.090624
493,0.167906
252,0.174664
494,0.087704
253,0.077107
495,0.036427
254,0.143973
496,0.077949
255,0.047300
497,0.207419
256,0.008978
498,0.032839
257,0.012263
499,0.162092
258,0.013241
259,0.090186
260,0.154693
261,0.006930
262,0.070269
263,0.095283
264,0.855354
265,0.102334
266,0.009444
267,0.101984
268,0.093155
269,0.073426
270,0.085687
271,0.286877
272,0.099953
273,0.102695
274,0.066076
275,0.002420
276,0.041547
277,0.085986
278,0.056840
279,0.119217
280,0.088084
281,0.100407
282,0.107208
283,0.024916
284,0.111417
285,0.159479
286,0.043451
287,0.083068
288,0.020683
289,0.027290
290,0.144500
291,0.092038
292,0.100769
293,0.004988
294,0.255253
295,0.027628
296,0.031646
297,0.094631
298,0.016175
299,0.089445
900,0.108837
901,0.860622
902,0.808810
903,0.029370
904,0.003510
905,0.056331
906,0.105694
907,0.132633
908,0.005451
909,0.044717
910,0.045885
911,0.063851
912,0.058434
913,0.859177
914,0.021539
915,0.107122
916,0.860634
