0,11,1
0,29,1
0,31,1
0,38,1
0,47,1
0,51,1
0,74,1
0,83,1
0,86,1
0,107,1
0,116,1
0,132,1
0,133,1
0,152,1
0,181,1
0,187,1
0,224,1
0,233,1
0,242,1
0,252,1
0,255,1
0,256,1
0,260,1
0,268,1
0,273,1
0,275,1
0,285,1
0,289,1
0,291,1
0,317,1
0,318,1
0,332,1
0,342,1
0,346,1
0,363,1
0,390,1
0,404,1
0,415,1
0,417,1
0,425,1
0,431,1
0,437,1
0,440,1
0,445,1
0,446,1
0,473,1
0,481,1
0,507,1
0,511,1
0,519,1
0,521,1
0,531,1
0,554,1
0,568,1
0,585,1
0,586,1
0,613,1
0,618,1
0,620,1
0,623,1
0,627,1
0,634,1
0,663,1
0,666,1
0,673,1
0,678,1
0,686,1
0,687,1
0,688,1
0,691,1
0,698,1
0,702,1
0,709,1
0,728,1
0,731,1
0,748,1
0,757,1
0,760,1
0,764,1
0,778,1
0,791,1
0,793,1
0,797,1
0,803,1
0,812,1
0,849,1
0,854,1
0,869,1
0,879,1
0,896,1
0,907,1
0,916,1
0,918,1
0,922,1
0,961,1
0,972,1
0,975,1
0,981,1
0,982,1
0,987,1
1,8,1
1,35,1
1,41,1
1,64,1
1,75,1
1,85,1
1,97,1
1,107,1
1,108,1
1,111,1
1,124,1
1,133,1
1,137,1
1,139,1
1,140,1
1,143,1
1,169,1
1,171,1
1,176,1
1,177,1
1,179,1
1,202,1
1,205,1
1,216,1
1,236,1
1,265,1
1,275,1
1,276,1
1,282,1
1,286,1
1,315,1
1,323,1
1,332,1
1,346,1
1,370,1
1,376,1
1,378,1
1,384,1
1,421,1
1,427,1
1,462,1
1,467,1
1,486,1
1,510,1
1,512,1
1,513,1
1,530,1
1,532,1
1,537,1
1,539,1
1,541,1
1,544,1
1,549,1
1,556,1
1,564,1
1,600,1
1,624,1
1,630,1
1,670,1
1,685,1
1,692,1
1,694,1
1,709,1
1,715,1
1,717,1
1,737,1
1,762,1
1,766,1
1,774,1
1,792,1
1,795,1
1,815,1
1,817,1
1,828,1
1,829,1
1,839,1
1,854,1
1,856,1
1,859,1
1,872,1
1,887,1
1,901,1
1,926,1
1,940,1
1,945,1
1,950,1
1,957,1
1,963,1
1,974,1
1,985,1
1,996,1
2,4,1
2,21,1
2,31,1
2,48,1
2,50,1
2,57,1
2,60,1
2,80,1
2,86,1
2,94,1
2,122,1
2,133,1
2,140,1
2,149,1
2,155,1
2,162,1
2,172,1
2,179,1
2,182,1
2,193,1
2,228,1
2,229,1
2,231,1
2,237,1
2,249,1
2,265,1
2,283,1
2,285,1
2,294,1
2,299,1
2,301,1
2,306,1
2,312,1
2,313,1
2,317,1
2,344,1
2,352,1
2,360,1
2,364,1
2,371,1
2,376,1
2,380,1
2,383,1
2,384,1
2,394,1
2,403,1
2,407,1
2,411,1
2,415,1
2,438,1
2,445,1
2,457,1
2,465,1
2,475,1
2,480,1
2,525,1
2,541,1
2,554,1
2,566,1
2,569,1
2,575,1
2,595,1
2,600,1
2,605,1
2,611,1
2,614,1
2,627,1
2,630,1
2,635,1
2,648,1
2,653,1
2,655,1
2,667,1
2,686,1
2,696,1
2,697,1
2,700,1
2,710,1
2,719,1
2,723,1
2,740,1
2,771,1
2,777,1
2,784,1
2,791,1
2,797,1
2,814,1
2,833,1
2,849,1
2,861,1
2,863,1
2,864,1
2,870,1
2,881,1
2,898,1
2,913,1
2,934,1
2,939,1
2,946,1
2,962,1
2,968,1
2,970,1
2,978,1
2,995,1
3,10,1
3,17,1
3,21,1
3,39,1
3,53,1
3,60,1
3,71,1
3,73,1
3,76,1
3,86,1
3,93,1
3,95,1
3,96,1
3,109,1
3,125,1
3,177,1
3,182,1
3,183,1
3,193,1
3,200,1
3,215,1
3,221,1
3,230,1
3,241,1
3,254,1
3,262,1
3,265,1
3,271,1
3,276,1
3,282,1
3,283,1
3,286,1
3,293,1
3,321,1
3,327,1
3,334,1
3,342,1
3,348,1
3,370,1
3,374,1
3,378,1
3,405,1
3,452,1
3,458,1
3,466,1
3,484,1
3,489,1
3,505,1
3,508,1
3,529,1
3,536,1
3,542,1
3,543,1
3,561,1
3,567,1
3,575,1
3,577,1
3,579,1
3,583,1
3,584,1
3,593,1
3,616,1
3,635,1
3,645,1
3,655,1
3,663,1
3,667,1
3,673,1
3,687,1
3,698,1
3,706,1
3,714,1
3,717,1
3,726,1
3,729,1
3,736,1
3,742,1
3,743,1
3,745,1
3,746,1
3,748,1
3,774,1
3,801,1
3,814,1
3,820,1
3,851,1
3,864,1
3,866,1
3,878,1
3,883,1
3,887,1
3,902,1
3,903,1
3,904,1
3,920,1
3,930,1
3,954,1
3,963,1
3,971,1
3,993,1
3,999,1
4,0,1
4,3,1
4,18,1
4,22,1
4,70,1
4,79,1
4,84,1
4,86,1
4,97,1
4,105,1
4,128,1
4,144,1
4,149,1
4,157,1
4,160,1
4,179,1
4,193,1
4,204,1
4,228,1
4,242,1
4,258,1
4,266,1
4,287,1
4,299,1
4,306,1
4,311,1
4,319,1
4,345,1
4,349,1
4,352,1
4,368,1
4,369,1
4,370,1
4,402,1
4,417,1
4,425,1
4,431,1
4,466,1
4,481,1
4,485,1
4,490,1
4,495,1
4,496,1
4,500,1
4,506,1
4,527,1
4,539,1
4,540,1
4,544,1
4,546,1
4,547,1
4,568,1
4,590,1
4,603,1
4,609,1
4,618,1
4,641,1
4,655,1
4,696,1
4,707,1
4,712,1
4,716,1
4,724,1
4,732,1
4,740,1
4,744,1
4,768,1
4,771,1
4,776,1
4,780,1
4,817,1
4,823,1
4,838,1
4,846,1
4,860,1
4,868,1
4,876,1
4,882,1
4,884,1
4,907,1
4,909,1
4,923,1
4,925,1
4,937,1
4,949,1
4,952,1
4,959,1
4,960,1
4,968,1
4,973,1
4,979,1
4,982,1
5,3,1
5,11,1
5,13,1
5,22,1
5,31,1
5,55,1
5,71,1
5,74,1
5,91,1
5,109,1
5,125,1
5,141,1
5,157,1
5,163,1
5,188,1
5,191,1
5,218,1
5,226,1
5,233,1
5,241,1
5,250,1
5,256,1
5,265,1
5,268,1
5,278,1
5,279,1
5,280,1
5,294,1
5,307,1
5,331,1
5,333,1
5,349,1
5,353,1
5,358,1
5,359,1
5,371,1
5,383,1
5,391,1
5,406,1
5,411,1
5,412,1
5,424,1
5,430,1
5,436,1
5,437,1
5,440,1
5,477,1
5,480,1
5,488,1
5,492,1
5,502,1
5,521,1
5,535,1
5,540,1
5,543,1
5,557,1
5,573,1
5,581,1
5,594,1
5,610,1
5,622,1
5,625,1
5,631,1
5,646,1
5,658,1
5,663,1
5,667,1
5,675,1
5,678,1
5,682,1
5,685,1
5,706,1
5,715,1
5,722,1
5,723,1
5,731,1
5,733,1
5,738,1
5,748,1
5,756,1
5,758,1
5,761,1
5,762,1
5,780,1
5,791,1
5,819,1
5,823,1
5,825,1
5,826,1
5,828,1
5,852,1
5,855,1
5,863,1
5,897,1
5,908,1
5,925,1
5,930,1
5,932,1
5,941,1
5,948,1
5,956,1
5,958,1
5,964,1
5,965,1
5,971,1
5,978,1
5,981,1
5,992,1
6,4,1
6,7,1
6,35,1
6,38,1
6,48,1
6,51,1
6,57,1
6,80,1
6,86,1
6,104,1
6,106,1
6,113,1
6,137,1
6,146,1
6,153,1
6,154,1
6,165,1
6,172,1
6,175,1
6,185,1
6,190,1
6,210,1
6,223,1
6,245,1
6,246,1
6,247,1
6,249,1
6,259,1
6,272,1
6,291,1
6,319,1
6,335,1
6,343,1
6,355,1
6,363,1
6,364,1
6,377,1
6,381,1
6,383,1
6,389,1
6,400,1
6,421,1
6,427,1
6,436,1
6,438,1
6,465,1
6,469,1
6,483,1
6,484,1
6,486,1
6,502,1
6,504,1
6,516,1
6,521,1
6,523,1
6,526,1
6,550,1
6,551,1
6,573,1
6,577,1
6,606,1
6,625,1
6,644,1
6,647,1
6,654,1
6,670,1
6,675,1
6,725,1
6,729,1
6,740,1
6,772,1
6,773,1
6,776,1
6,794,1
6,797,1
6,798,1
6,843,1
6,855,1
6,857,1
6,896,1
6,898,1
6,926,1
6,932,1
6,947,1
6,982,1
6,992,1
6,998,1
7,25,1
7,31,1
7,34,1
7,39,1
7,44,1
7,49,1
7,63,1
7,77,1
7,80,1
7,81,1
7,100,1
7,107,1
7,113,1
7,115,1
7,161,1
7,162,1
7,178,1
7,184,1
7,189,1
7,193,1
7,219,1
7,226,1
7,260,1
7,262,1
7,279,1
7,287,1
7,290,1
7,312,1
7,323,1
7,327,1
7,343,1
7,345,1
7,354,1
7,356,1
7,371,1
7,377,1
7,390,1
7,395,1
7,411,1
7,415,1
7,419,1
7,423,1
7,429,1
7,432,1
7,445,1
7,448,1
7,469,1
7,481,1
7,489,1
7,491,1
7,501,1
7,518,1
7,519,1
7,526,1
7,540,1
7,546,1
7,552,1
7,553,1
7,590,1
7,602,1
7,603,1
7,604,1
7,605,1
7,609,1
7,638,1
7,645,1
7,656,1
7,660,1
7,669,1
7,671,1
7,686,1
7,697,1
7,699,1
7,707,1
7,715,1
7,717,1
7,718,1
7,720,1
7,722,1
7,726,1
7,740,1
7,765,1
7,772,1
7,795,1
7,805,1
7,807,1
7,817,1
7,837,1
7,838,1
7,855,1
7,888,1
7,889,1
7,900,1
7,909,1
7,919,1
7,927,1
7,928,1
7,940,1
7,951,1
7,977,1
7,980,1
8,0,1
8,4,1
8,9,1
8,28,1
8,30,1
8,74,1
8,81,1
8,101,1
8,119,1
8,164,1
8,178,1
8,182,1
8,184,1
8,198,1
8,219,1
8,237,1
8,252,1
8,281,1
8,283,1
8,287,1
8,293,1
8,313,1
8,325,1
8,352,1
8,354,1
8,370,1
8,372,1
8,400,1
8,405,1
8,417,1
8,421,1
8,424,1
8,427,1
8,434,1
8,454,1
8,460,1
8,463,1
8,471,1
8,482,1
8,504,1
8,510,1
8,515,1
8,545,1
8,549,1
8,556,1
8,558,1
8,559,1
8,571,1
8,575,1
8,614,1
8,634,1
8,641,1
8,649,1
8,650,1
8,652,1
8,660,1
8,674,1
8,679,1
8,691,1
8,709,1
8,717,1
8,735,1
8,736,1
8,744,1
8,754,1
8,764,1
8,774,1
8,776,1
8,779,1
8,787,1
8,811,1
8,822,1
8,833,1
8,835,1
8,841,1
8,845,1
8,863,1
8,882,1
8,884,1
8,912,1
8,923,1
8,928,1
8,944,1
8,961,1
8,964,1
8,969,1
9,16,1
9,20,1
9,24,1
9,30,1
9,38,1
9,41,1
9,50,1
9,68,1
